
Time taken: 0.00223 s


saleid | itemid | customerid | storeid | time | qty | pricerange
616 | 64 | 2 | 7 | 67 | 43 | supercheap | 616 | 12741 | 16375 | 71 | 73 | 9 | moderate
268 | 90 | 42 | 16 | 11 | 14 | expensive | 268 | 7917 | 7390 | 20 | 79 | 7 | supercheap
872 | 115 | 2 | 91 | 67 | 6 | outrageous | 872 | 7005 | 557 | 32 | 73 | 4 | supercheap
456 | 118 | 2 | 53 | 67 | 35 | moderate | 456 | 11317 | 2815 | 6 | 33 | 16 | expensive
673 | 98 | 130 | 13 | 67 | 28 | expensive | 673 | 8936 | 5746 | 74 | 4 | 10 | outrageous
688 | 67 | 2 | 23 | 67 | 48 | outrageous | 688 | 11562 | 17176 | 74 | 95 | 17 | supercheap
129 | 82 | 183 | 78 | 67 | 12 | outrageous | 129 | 7956 | 8397 | 49 | 63 | 5 | supercheap
585 | 111 | 39 | 32 | 80 | 18 | moderate | 585 | 11811 | 2142 | 40 | 73 | 11 | supercheap
292 | 96 | 123 | 79 | 69 | 16 | supercheap | 292 | 8808 | 660 | 97 | 28 | 13 | cheap
383 | 86 | 1 | 77 | 67 | 9 | moderate | 383 | 10202 | 19666 | 67 | 73 | 5 | moderate
973 | 90 | 2 | 77 | 67 | 25 | outrageous | 973 | 10531 | 9604 | 65 | 81 | 20 | moderate
16 | 68 | 2 | 28 | 67 | 27 | outrageous | 16 | 11868 | 18974 | 49 | 73 | 21 | supercheap
614 | 74 | 76 | 100 | 67 | 50 | moderate | 614 | 12365 | 6509 | 34 | 95 | 21 | expensive
131 | 101 | 2 | 5 | 67 | 31 | outrageous | 131 | 7387 | 8397 | 28 | 73 | 28 | moderate
299 | 109 | 2 | 65 | 67 | 43 | outrageous | 299 | 11381 | 5746 | 78 | 73 | 5 | supercheap
555 | 131 | 2 | 34 | 67 | 45 | expensive | 555 | 9540 | 12145 | 35 | 73 | 21 | supercheap
702 | 73 | 85 | 42 | 67 | 33 | moderate | 702 | 12052 | 17705 | 87 | 73 | 6 | supercheap
894 | 124 | 179 | 63 | 67 | 47 | outrageous | 894 | 8241 | 16589 | 35 | 73 | 12 | supercheap
182 | 76 | 2 | 3 | 67 | 47 | moderate | 182 | 10580 | 12151 | 81 | 50 | 27 | supercheap
357 | 115 | 2 | 2 | 84 | 15 | moderate | 357 | 11364 | 3474 | 42 | 70 | 9 | outrageous
942 | 104 | 2 | 72 | 67 | 17 | supercheap | 942 | 7457 | 8424 | 83 | 95 | 10 | cheap
453 | 91 | 135 | 84 | 80 | 34 | outrageous | 453 | 11715 | 6714 | 99 | 73 | 21 | outrageous
303 | 126 | 42 | 45 | 67 | 40 | expensive | 303 | 4577 | 5912 | 96 | 95 | 36 | cheap
217 | 99 | 59 | 68 | 89 | 36 | outrageous | 217 | 10648 | 12208 | 13 | 97 | 30 | supercheap
387 | 104 | 59 | 21 | 21 | 20 | expensive | 387 | 8388 | 4238 | 30 | 73 | 13 | outrageous
247 | 65 | 2 | 75 | 46 | 29 | expensive | 247 | 7958 | 14403 | 23 | 16 | 27 | cheap
284 | 119 | 193 | 65 | 100 | 47 | outrageous | 284 | 10747 | 9991 | 60 | 85 | 44 | cheap
935 | 91 | 103 | 5 | 67 | 50 | expensive | 935 | 10253 | 4973 | 43 | 73 | 21 | supercheap
466 | 89 | 2 | 25 | 61 | 44 | outrageous | 466 | 8490 | 10955 | 45 | 97 | 31 | supercheap
687 | 105 | 166 | 2 | 67 | 16 | expensive | 687 | 6429 | 16589 | 20 | 73 | 5 | cheap
174 | 90 | 185 | 43 | 67 | 49 | outrageous | 174 | 11517 | 8397 | 96 | 73 | 11 | cheap
534 | 119 | 161 | 25 | 87 | 32 | outrageous | 534 | 13116 | 5746 | 13 | 70 | 20 | outrageous
246 | 97 | 2 | 47 | 61 | 50 | outrageous | 246 | 10675 | 8034 | 13 | 73 | 12 | supercheap
426 | 120 | 59 | 52 | 67 | 27 | outrageous | 426 | 11407 | 9991 | 56 | 73 | 24 | supercheap
237 | 132 | 2 | 29 | 49 | 17 | outrageous | 237 | 13688 | 2420 | 91 | 73 | 9 | supercheap
563 | 110 | 2 | 99 | 49 | 21 | supercheap | 563 | 18277 | 8397 | 62 | 30 | 9 | supercheap
782 | 137 | 128 | 94 | 67 | 37 | outrageous | 782 | 11816 | 8397 | 37 | 92 | 12 | supercheap
353 | 111 | 59 | 15 | 98 | 23 | outrageous | 353 | 18299 | 8397 | 15 | 73 | 12 | supercheap
518 | 98 | 185 | 79 | 53 | 36 | outrageous | 518 | 8170 | 8397 | 99 | 95 | 26 | supercheap
264 | 90 | 2 | 19 | 15 | 29 | expensive | 264 | 8116 | 16868 | 44 | 73 | 25 | supercheap
793 | 138 | 97 | 72 | 55 | 11 | outrageous | 793 | 9629 | 17880 | 70 | 39 | 10 | expensive
889 | 77 | 2 | 44 | 67 | 16 | supercheap | 889 | 11151 | 12517 | 27 | 73 | 5 | supercheap
306 | 127 | 110 | 15 | 67 | 50 | expensive | 306 | 6582 | 8397 | 71 | 14 | 36 | cheap
657 | 116 | 2 | 41 | 67 | 38 | expensive | 657 | 9048 | 8397 | 13 | 98 | 33 | moderate
502 | 92 | 185 | 31 | 67 | 40 | outrageous | 502 | 10677 | 4288 | 93 | 73 | 8 | cheap
690 | 95 | 2 | 76 | 67 | 41 | outrageous | 690 | 10018 | 1808 | 69 | 73 | 16 | supercheap
463 | 97 | 59 | 78 | 67 | 31 | supercheap | 463 | 8586 | 15676 | 2 | 95 | 9 | cheap
997 | 89 | 2 | 100 | 88 | 37 | outrageous | 997 | 12158 | 8397 | 74 | 91 | 9 | supercheap
209 | 97 | 2 | 86 | 67 | 39 | outrageous | 209 | 10055 | 13397 | 33 | 73 | 12 | supercheap
915 | 97 | 110 | 18 | 67 | 8 | outrageous | 915 | 8519 | 8397 | 93 | 1 | 4 | supercheap
630 | 94 | 51 | 29 | 61 | 29 | outrageous | 630 | 6417 | 10592 | 90 | 73 | 1 | supercheap
783 | 86 | 180 | 29 | 67 | 46 | outrageous | 783 | 11882 | 8397 | 42 | 7 | 35 | supercheap
122 | 119 | 59 | 19 | 42 | 22 | expensive | 122 | 9883 | 8545 | 27 | 41 | 20 | cheap
931 | 13 | 118 | 20 | 63 | 45 | supercheap | 931 | 11709 | 9213 | 29 | 92 | 10 | cheap
929 | 88 | 59 | 20 | 58 | 23 | outrageous | 929 | 19565 | 5746 | 38 | 73 | 14 | moderate

Time taken: 0.27755 s
R1_saleid | R1_itemid | R1_customerid | R1_storeid | R1_time | R1_qty | R1_pricerange | S_saleid | S_I | S_C | S_S | S_T | S_Q | S_P
118 | 113 | 2 | 58 | 67 | 24 | supercheap | 118 | 13801 | 279 | 27 | 54 | 12 | cheap
781 | 108 | 200 | 50 | 67 | 44 | outrageous | 781 | 11205 | 439 | 84 | 73 | 38 | supercheap
872 | 115 | 2 | 91 | 67 | 6 | outrageous | 872 | 7005 | 557 | 32 | 73 | 4 | supercheap
786 | 119 | 2 | 94 | 67 | 28 | supercheap | 786 | 9645 | 567 | 60 | 14 | 24 | supercheap
629 | 134 | 59 | 13 | 98 | 43 | cheap | 629 | 9494 | 614 | 44 | 73 | 25 | moderate
913 | 103 | 2 | 87 | 67 | 27 | cheap | 913 | 7961 | 629 | 68 | 73 | 15 | supercheap
292 | 96 | 123 | 79 | 69 | 16 | supercheap | 292 | 8808 | 660 | 97 | 28 | 13 | cheap
831 | 122 | 140 | 23 | 67 | 50 | moderate | 831 | 11676 | 782 | 13 | 60 | 35 | supercheap
922 | 124 | 74 | 79 | 96 | 48 | outrageous | 922 | 11179 | 865 | 8 | 83 | 21 | outrageous
198 | 107 | 42 | 58 | 67 | 33 | cheap | 198 | 8374 | 873 | 44 | 73 | 31 | supercheap
723 | 139 | 102 | 90 | 67 | 25 | outrageous | 723 | 7137 | 984 | 89 | 39 | 14 | supercheap
481 | 87 | 2 | 21 | 67 | 26 | outrageous | 481 | 11982 | 1002 | 8 | 1 | 12 | supercheap
874 | 112 | 2 | 16 | 67 | 14 | outrageous | 874 | 7948 | 1081 | 26 | 43 | 11 | supercheap
308 | 111 | 59 | 96 | 67 | 25 | outrageous | 308 | 1948 | 1211 | 24 | 7 | 21 | supercheap
716 | 92 | 56 | 72 | 91 | 39 | outrageous | 716 | 6006 | 1337 | 99 | 34 | 15 | supercheap
815 | 149 | 184 | 92 | 67 | 23 | supercheap | 815 | 10022 | 1604 | 33 | 79 | 21 | supercheap
462 | 85 | 130 | 98 | 89 | 38 | outrageous | 462 | 8425 | 1606 | 6 | 73 | 11 | supercheap
280 | 85 | 127 | 75 | 67 | 43 | outrageous | 280 | 11108 | 1634 | 4 | 73 | 31 | cheap
870 | 89 | 185 | 67 | 67 | 31 | outrageous | 870 | 9170 | 1698 | 88 | 16 | 13 | supercheap
21 | 137 | 195 | 74 | 37 | 13 | outrageous | 21 | 6618 | 1783 | 59 | 16 | 8 | moderate
690 | 95 | 2 | 76 | 67 | 41 | outrageous | 690 | 10018 | 1808 | 69 | 73 | 16 | supercheap
626 | 145 | 131 | 59 | 67 | 24 | outrageous | 626 | 14952 | 1931 | 57 | 85 | 6 | supercheap
23 | 77 | 2 | 14 | 67 | 12 | outrageous | 23 | 880 | 1987 | 23 | 73 | 4 | supercheap
882 | 90 | 21 | 100 | 67 | 32 | outrageous | 882 | 9153 | 2021 | 18 | 73 | 4 | supercheap
585 | 111 | 39 | 32 | 80 | 18 | moderate | 585 | 11811 | 2142 | 40 | 73 | 11 | supercheap
729 | 84 | 119 | 17 | 67 | 48 | outrageous | 729 | 9757 | 2239 | 2 | 53 | 24 | cheap
966 | 97 | 2 | 86 | 67 | 45 | outrageous | 966 | 11080 | 2300 | 79 | 73 | 37 | supercheap
632 | 93 | 197 | 5 | 67 | 10 | outrageous | 632 | 8172 | 2350 | 35 | 92 | 1 | cheap
237 | 132 | 2 | 29 | 49 | 17 | outrageous | 237 | 13688 | 2420 | 91 | 73 | 9 | supercheap
620 | 90 | 185 | 89 | 67 | 36 | expensive | 620 | 11663 | 2481 | 28 | 73 | 12 | cheap
830 | 116 | 63 | 49 | 67 | 45 | outrageous | 830 | 18178 | 2567 | 47 | 48 | 30 | cheap
680 | 85 | 2 | 81 | 54 | 48 | outrageous | 680 | 8830 | 2597 | 41 | 16 | 25 | outrageous
988 | 129 | 196 | 72 | 67 | 22 | outrageous | 988 | 5734 | 2682 | 37 | 92 | 12 | outrageous
456 | 118 | 2 | 53 | 67 | 35 | moderate | 456 | 11317 | 2815 | 6 | 33 | 16 | expensive
917 | 104 | 2 | 58 | 71 | 39 | outrageous | 917 | 8531 | 2838 | 49 | 34 | 18 | supercheap
516 | 109 | 75 | 59 | 83 | 33 | outrageous | 516 | 11651 | 3154 | 100 | 73 | 13 | moderate
490 | 129 | 119 | 95 | 67 | 38 | outrageous | 490 | 9193 | 3202 | 5 | 73 | 34 | cheap
146 | 92 | 130 | 83 | 67 | 21 | outrageous | 146 | 11025 | 3412 | 32 | 24 | 16 | cheap
53 | 116 | 2 | 28 | 94 | 42 | outrageous | 53 | 9873 | 3412 | 50 | 73 | 11 | supercheap
644 | 95 | 22 | 73 | 67 | 43 | outrageous | 644 | 11131 | 3412 | 52 | 73 | 33 | supercheap
120 | 94 | 9 | 43 | 92 | 27 | outrageous | 120 | 8121 | 3427 | 60 | 73 | 21 | supercheap
417 | 93 | 168 | 80 | 76 | 40 | supercheap | 417 | 8321 | 3438 | 10 | 7 | 36 | supercheap
357 | 115 | 2 | 2 | 84 | 15 | moderate | 357 | 11364 | 3474 | 42 | 70 | 9 | outrageous
627 | 93 | 2 | 15 | 67 | 44 | supercheap | 627 | 11437 | 3706 | 55 | 10 | 33 | cheap
507 | 118 | 25 | 54 | 46 | 27 | outrageous | 507 | 13740 | 3739 | 95 | 71 | 10 | supercheap
566 | 113 | 20 | 49 | 67 | 41 | outrageous | 566 | 11571 | 3743 | 58 | 22 | 40 | supercheap
162 | 68 | 155 | 43 | 67 | 45 | expensive | 162 | 9607 | 3777 | 63 | 73 | 40 | supercheap
896 | 77 | 130 | 85 | 67 | 35 | outrageous | 896 | 10657 | 3799 | 48 | 73 | 31 | supercheap
387 | 104 | 59 | 21 | 21 | 20 | expensive | 387 | 8388 | 4238 | 30 | 73 | 13 | outrageous
35 | 126 | 175 | 32 | 67 | 10 | moderate | 35 | 8962 | 4241 | 44 | 63 | 1 | supercheap
92 | 124 | 2 | 36 | 22 | 16 | expensive | 92 | 8302 | 4288 | 51 | 92 | 5 | cheap
249 | 114 | 2 | 21 | 67 | 26 | outrageous | 249 | 1889 | 4288 | 54 | 25 | 4 | supercheap
502 | 92 | 185 | 31 | 67 | 40 | outrageous | 502 | 10677 | 4288 | 93 | 73 | 8 | cheap
938 | 62 | 2 | 74 | 67 | 35 | supercheap | 938 | 14050 | 4484 | 96 | 73 | 10 | expensive
278 | 101 | 2 | 30 | 67 | 9 | outrageous | 278 | 6366 | 4566 | 50 | 89 | 4 | supercheap
742 | 79 | 2 | 7 | 87 | 29 | expensive | 742 | 11432 | 4587 | 29 | 97 | 1 | supercheap
810 | 96 | 149 | 88 | 67 | 31 | outrageous | 810 | 13905 | 4902 | 88 | 23 | 22 | supercheap
590 | 101 | 32 | 89 | 67 | 43 | outrageous | 590 | 9565 | 4945 | 23 | 20 | 23 | supercheap
47 | 192 | 66 | 82 | 67 | 32 | expensive | 47 | 8142 | 4973 | 50 | 73 | 17 | supercheap
907 | 87 | 2 | 79 | 67 | 47 | expensive | 907 | 10458 | 4973 | 86 | 70 | 40 | supercheap
763 | 137 | 2 | 5 | 46 | 26 | outrageous | 763 | 9780 | 4973 | 22 | 73 | 21 | supercheap
304 | 106 | 195 | 97 | 67 | 49 | supercheap | 304 | 9854 | 4973 | 64 | 73 | 17 | supercheap
935 | 91 | 103 | 5 | 67 | 50 | expensive | 935 | 10253 | 4973 | 43 | 73 | 21 | supercheap
14 | 97 | 20 | 95 | 9 | 24 | outrageous | 14 | 8143 | 4990 | 65 | 95 | 17 | supercheap
677 | 128 | 2 | 59 | 67 | 48 | supercheap | 677 | 8342 | 5023 | 5 | 73 | 6 | supercheap
671 | 100 | 130 | 38 | 67 | 33 | cheap | 671 | 13454 | 5113 | 76 | 34 | 2 | supercheap
96 | 104 | 107 | 69 | 67 | 14 | outrageous | 96 | 13621 | 5138 | 28 | 10 | 2 | moderate
871 | 116 | 59 | 57 | 99 | 25 | outrageous | 871 | 9796 | 5320 | 18 | 73 | 5 | supercheap
576 | 71 | 57 | 95 | 67 | 41 | expensive | 576 | 8955 | 5490 | 57 | 73 | 7 | outrageous
803 | 85 | 59 | 64 | 67 | 24 | supercheap | 803 | 8668 | 5534 | 39 | 21 | 11 | supercheap
412 | 38 | 2 | 32 | 69 | 44 | cheap | 412 | 9326 | 5575 | 31 | 73 | 37 | supercheap
287 | 66 | 146 | 8 | 51 | 22 | cheap | 287 | 11044 | 5689 | 73 | 92 | 12 | supercheap
315 | 92 | 21 | 23 | 61 | 31 | expensive | 315 | 11782 | 5696 | 78 | 73 | 17 | cheap
106 | 61 | 2 | 2 | 67 | 49 | outrageous | 106 | 13186 | 5696 | 87 | 73 | 9 | expensive
905 | 79 | 119 | 81 | 67 | 44 | outrageous | 905 | 9852 | 5746 | 2 | 14 | 40 | moderate
227 | 68 | 2 | 66 | 67 | 42 | supercheap | 227 | 6963 | 5746 | 37 | 73 | 27 | supercheap
108 | 114 | 2 | 27 | 67 | 33 | outrageous | 108 | 7993 | 5746 | 95 | 73 | 18 | supercheap
251 | 134 | 59 | 33 | 67 | 15 | moderate | 251 | 11182 | 5746 | 58 | 43 | 13 | supercheap
849 | 91 | 21 | 43 | 61 | 48 | outrageous | 849 | 6026 | 5746 | 52 | 73 | 8 | supercheap
949 | 135 | 168 | 55 | 80 | 17 | outrageous | 949 | 13057 | 5746 | 46 | 41 | 16 | supercheap
166 | 70 | 2 | 76 | 67 | 38 | expensive | 166 | 7678 | 5746 | 39 | 73 | 30 | cheap
19 | 61 | 47 | 97 | 67 | 47 | outrageous | 19 | 10575 | 5746 | 82 | 16 | 15 | supercheap
288 | 46 | 2 | 95 | 67 | 26 | outrageous | 288 | 6288 | 5746 | 56 | 78 | 4 | moderate
478 | 140 | 2 | 72 | 52 | 35 | outrageous | 478 | 9055 | 5746 | 50 | 73 | 30 | supercheap
157 | 102 | 2 | 56 | 67 | 44 | moderate | 157 | 10958 | 5746 | 18 | 73 | 9 | supercheap
513 | 133 | 167 | 21 | 61 | 40 | outrageous | 513 | 8786 | 5746 | 96 | 73 | 13 | supercheap
703 | 82 | 2 | 64 | 67 | 33 | cheap | 703 | 7851 | 5746 | 12 | 73 | 9 | cheap
754 | 106 | 166 | 100 | 67 | 16 | moderate | 754 | 10995 | 5746 | 63 | 73 | 1 | supercheap
586 | 133 | 57 | 82 | 80 | 35 | outrageous | 586 | 12595 | 5746 | 58 | 61 | 26 | outrageous
39 | 98 | 22 | 84 | 100 | 45 | cheap | 39 | 6766 | 5746 | 41 | 73 | 42 | expensive
115 | 88 | 59 | 33 | 67 | 21 | cheap | 115 | 9864 | 5746 | 63 | 29 | 5 | cheap
221 | 79 | 2 | 92 | 100 | 25 | outrageous | 221 | 7516 | 5746 | 6 | 73 | 14 | moderate
962 | 101 | 2 | 54 | 67 | 14 | supercheap | 962 | 2925 | 5746 | 73 | 24 | 6 | supercheap
405 | 122 | 76 | 26 | 80 | 37 | outrageous | 405 | 9998 | 5746 | 86 | 98 | 32 | supercheap
386 | 115 | 2 | 64 | 46 | 22 | outrageous | 386 | 10535 | 5746 | 36 | 73 | 4 | cheap
440 | 136 | 2 | 72 | 67 | 23 | expensive | 440 | 12461 | 5746 | 93 | 73 | 4 | supercheap
582 | 172 | 56 | 66 | 80 | 42 | outrageous | 582 | 12653 | 5746 | 79 | 73 | 28 | cheap
140 | 86 | 2 | 63 | 49 | 27 | outrageous | 140 | 10365 | 5746 | 40 | 73 | 17 | outrageous
29 | 121 | 47 | 71 | 67 | 30 | expensive | 29 | 10828 | 5746 | 88 | 73 | 15 | supercheap
895 | 114 | 2 | 25 | 80 | 29 | outrageous | 895 | 11651 | 5746 | 23 | 73 | 15 | supercheap
31 | 94 | 126 | 78 | 67 | 50 | outrageous | 31 | 7994 | 5746 | 76 | 73 | 48 | expensive
64 | 71 | 194 | 20 | 49 | 12 | outrageous | 64 | 6275 | 5746 | 32 | 68 | 1 | supercheap
673 | 98 | 130 | 13 | 67 | 28 | expensive | 673 | 8936 | 5746 | 74 | 4 | 10 | outrageous
299 | 109 | 2 | 65 | 67 | 43 | outrageous | 299 | 11381 | 5746 | 78 | 73 | 5 | supercheap
534 | 119 | 161 | 25 | 87 | 32 | outrageous | 534 | 13116 | 5746 | 13 | 70 | 20 | outrageous
929 | 88 | 59 | 20 | 58 | 23 | outrageous | 929 | 19565 | 5746 | 38 | 73 | 14 | moderate
52 | 113 | 47 | 65 | 61 | 31 | outrageous | 52 | 10235 | 5806 | 75 | 73 | 25 | supercheap
76 | 70 | 2 | 77 | 67 | 41 | expensive | 76 | 8095 | 5806 | 63 | 73 | 27 | supercheap
957 | 124 | 141 | 53 | 67 | 38 | outrageous | 957 | 6335 | 5849 | 9 | 73 | 11 | supercheap
303 | 126 | 42 | 45 | 67 | 40 | expensive | 303 | 4577 | 5912 | 96 | 95 | 36 | cheap
789 | 86 | 2 | 92 | 67 | 25 | outrageous | 789 | 9449 | 5936 | 22 | 44 | 17 | supercheap
682 | 90 | 193 | 28 | 67 | 34 | outrageous | 682 | 9629 | 6129 | 20 | 73 | 24 | supercheap
918 | 135 | 2 | 20 | 67 | 43 | outrageous | 918 | 13899 | 6202 | 49 | 73 | 2 | supercheap
34 | 118 | 2 | 97 | 67 | 38 | supercheap | 34 | 11686 | 6492 | 60 | 79 | 9 | cheap
614 | 74 | 76 | 100 | 67 | 50 | moderate | 614 | 12365 | 6509 | 34 | 95 | 21 | expensive
18 | 62 | 76 | 8 | 61 | 38 | cheap | 18 | 6379 | 6634 | 58 | 73 | 29 | supercheap
67 | 67 | 69 | 25 | 61 | 31 | outrageous | 67 | 9390 | 6714 | 39 | 35 | 4 | moderate
453 | 91 | 135 | 84 | 80 | 34 | outrageous | 453 | 11715 | 6714 | 99 | 73 | 21 | outrageous
940 | 62 | 2 | 90 | 67 | 39 | outrageous | 940 | 7326 | 6725 | 28 | 1 | 33 | supercheap
589 | 115 | 130 | 10 | 67 | 42 | outrageous | 589 | 11489 | 6780 | 66 | 69 | 12 | cheap
190 | 98 | 161 | 42 | 67 | 47 | outrageous | 190 | 7423 | 6872 | 82 | 92 | 39 | supercheap
65 | 99 | 2 | 7 | 67 | 33 | expensive | 65 | 10972 | 6885 | 37 | 73 | 20 | outrageous
340 | 72 | 190 | 59 | 67 | 23 | moderate | 340 | 7855 | 7041 | 46 | 73 | 12 | supercheap
255 | 122 | 24 | 7 | 67 | 49 | outrageous | 255 | 12548 | 7079 | 88 | 50 | 7 | supercheap
901 | 117 | 1 | 30 | 85 | 19 | moderate | 901 | 15271 | 7159 | 88 | 73 | 4 | expensive
665 | 135 | 102 | 25 | 46 | 26 | cheap | 665 | 9990 | 7264 | 75 | 73 | 10 | supercheap
305 | 134 | 2 | 85 | 67 | 46 | cheap | 305 | 8129 | 7340 | 60 | 73 | 31 | cheap
268 | 90 | 42 | 16 | 11 | 14 | expensive | 268 | 7917 | 7390 | 20 | 79 | 7 | supercheap
844 | 133 | 74 | 32 | 67 | 32 | moderate | 844 | 9485 | 7475 | 64 | 73 | 11 | cheap
736 | 92 | 59 | 64 | 67 | 37 | outrageous | 736 | 13963 | 7563 | 85 | 16 | 1 | supercheap
48 | 91 | 2 | 44 | 67 | 48 | outrageous | 48 | 8565 | 7680 | 64 | 32 | 13 | supercheap
114 | 82 | 102 | 63 | 67 | 19 | moderate | 114 | 10017 | 8019 | 66 | 73 | 16 | expensive
246 | 97 | 2 | 47 | 61 | 50 | outrageous | 246 | 10675 | 8034 | 13 | 73 | 12 | supercheap
955 | 124 | 2 | 54 | 82 | 36 | expensive | 955 | 19997 | 8129 | 70 | 73 | 20 | moderate
93 | 77 | 167 | 31 | 58 | 31 | moderate | 93 | 10214 | 8148 | 54 | 63 | 28 | moderate
685 | 89 | 51 | 66 | 67 | 22 | outrageous | 685 | 12333 | 8397 | 48 | 73 | 5 | supercheap
699 | 18 | 2 | 7 | 67 | 25 | outrageous | 699 | 18550 | 8397 | 31 | 16 | 11 | supercheap
969 | 115 | 2 | 50 | 80 | 33 | outrageous | 969 | 11113 | 8397 | 31 | 73 | 24 | supercheap
852 | 106 | 102 | 38 | 67 | 47 | outrageous | 852 | 9194 | 8397 | 84 | 73 | 2 | supercheap
345 | 100 | 2 | 41 | 67 | 36 | expensive | 345 | 6335 | 8397 | 97 | 31 | 11 | supercheap
628 | 99 | 2 | 54 | 67 | 45 | cheap | 628 | 10903 | 8397 | 28 | 95 | 22 | supercheap
81 | 108 | 2 | 84 | 68 | 35 | outrageous | 81 | 6664 | 8397 | 73 | 73 | 8 | supercheap
223 | 97 | 2 | 9 | 46 | 23 | supercheap | 223 | 11271 | 8397 | 3 | 17 | 1 | supercheap
536 | 76 | 2 | 27 | 67 | 15 | outrageous | 536 | 10995 | 8397 | 92 | 70 | 13 | supercheap
325 | 115 | 2 | 30 | 67 | 47 | outrageous | 325 | 8540 | 8397 | 81 | 70 | 9 | supercheap
28 | 128 | 166 | 12 | 67 | 25 | outrageous | 28 | 11085 | 8397 | 89 | 10 | 6 | supercheap
778 | 75 | 160 | 72 | 67 | 17 | supercheap | 778 | 14879 | 8397 | 62 | 73 | 13 | expensive
469 | 127 | 2 | 77 | 95 | 38 | outrageous | 469 | 7563 | 8397 | 77 | 47 | 17 | supercheap
356 | 89 | 47 | 95 | 67 | 37 | outrageous | 356 | 10589 | 8397 | 64 | 73 | 16 | supercheap
344 | 129 | 177 | 70 | 67 | 40 | outrageous | 344 | 10977 | 8397 | 17 | 73 | 39 | outrageous
181 | 114 | 2 | 48 | 67 | 49 | outrageous | 181 | 7456 | 8397 | 49 | 73 | 19 | supercheap
103 | 98 | 59 | 15 | 61 | 40 | outrageous | 103 | 19264 | 8397 | 12 | 73 | 30 | cheap
805 | 110 | 59 | 51 | 67 | 48 | outrageous | 805 | 7676 | 8397 | 85 | 73 | 17 | supercheap
540 | 77 | 2 | 26 | 61 | 47 | outrageous | 540 | 13998 | 8397 | 86 | 70 | 4 | outrageous
20 | 78 | 130 | 2 | 67 | 30 | outrageous | 20 | 10359 | 8397 | 31 | 73 | 14 | supercheap
362 | 87 | 40 | 39 | 49 | 22 | cheap | 362 | 9883 | 8397 | 38 | 61 | 13 | cheap
414 | 105 | 2 | 87 | 53 | 33 | outrageous | 414 | 9789 | 8397 | 73 | 99 | 8 | supercheap
22 | 74 | 2 | 8 | 67 | 35 | outrageous | 22 | 11794 | 8397 | 65 | 73 | 12 | expensive
648 | 82 | 5 | 3 | 67 | 47 | outrageous | 648 | 10953 | 8397 | 55 | 73 | 31 | moderate
298 | 136 | 2 | 58 | 67 | 41 | expensive | 298 | 10909 | 8397 | 69 | 73 | 12 | outrageous
684 | 95 | 22 | 24 | 41 | 28 | moderate | 684 | 7962 | 8397 | 41 | 95 | 10 | moderate
416 | 105 | 24 | 43 | 67 | 28 | outrageous | 416 | 11102 | 8397 | 100 | 73 | 18 | supercheap
281 | 75 | 2 | 58 | 96 | 32 | outrageous | 281 | 11634 | 8397 | 46 | 73 | 16 | expensive
992 | 83 | 2 | 60 | 67 | 45 | expensive | 992 | 6071 | 8397 | 57 | 50 | 43 | cheap
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 495 | 12618 | 8397 | 19 | 73 | 6 | supercheap
54 | 119 | 2 | 74 | 67 | 47 | supercheap | 54 | 8887 | 8397 | 67 | 73 | 18 | expensive
941 | 98 | 9 | 2 | 67 | 46 | moderate | 941 | 12735 | 8397 | 58 | 73 | 17 | outrageous
15 | 89 | 23 | 39 | 67 | 31 | outrageous | 15 | 6264 | 8397 | 45 | 73 | 14 | expensive
718 | 120 | 2 | 98 | 55 | 40 | outrageous | 718 | 6198 | 8397 | 75 | 64 | 33 | supercheap
126 | 118 | 2 | 6 | 61 | 34 | outrageous | 126 | 8040 | 8397 | 50 | 73 | 9 | supercheap
201 | 94 | 2 | 68 | 67 | 48 | outrageous | 201 | 10599 | 8397 | 55 | 73 | 32 | supercheap
537 | 114 | 2 | 51 | 67 | 8 | outrageous | 537 | 7336 | 8397 | 30 | 69 | 7 | cheap
608 | 74 | 174 | 41 | 55 | 43 | supercheap | 608 | 7759 | 8397 | 1 | 27 | 5 | supercheap
621 | 102 | 2 | 70 | 61 | 44 | cheap | 621 | 12308 | 8397 | 44 | 73 | 5 | supercheap
123 | 95 | 19 | 87 | 67 | 49 | outrageous | 123 | 13903 | 8397 | 45 | 64 | 18 | cheap
235 | 100 | 161 | 82 | 67 | 22 | outrageous | 235 | 10400 | 8397 | 85 | 63 | 6 | supercheap
794 | 137 | 2 | 76 | 67 | 27 | outrageous | 794 | 10190 | 8397 | 66 | 95 | 16 | supercheap
294 | 105 | 2 | 12 | 67 | 36 | moderate | 294 | 10831 | 8397 | 53 | 73 | 24 | cheap
776 | 121 | 2 | 19 | 67 | 17 | expensive | 776 | 19492 | 8397 | 76 | 73 | 8 | supercheap
500 | 94 | 2 | 29 | 67 | 40 | cheap | 500 | 6156 | 8397 | 35 | 73 | 25 | supercheap
730 | 67 | 51 | 24 | 67 | 13 | outrageous | 730 | 11037 | 8397 | 7 | 73 | 1 | outrageous
197 | 97 | 81 | 13 | 67 | 40 | cheap | 197 | 8066 | 8397 | 88 | 19 | 17 | supercheap
